customer_id,city,age,gender,monthly_income,plan_type,tenure_months,monthly_recharge_amount,data_usage_gb,call_minutes_used,sms_count,number_of_complaints,complaint_resolved,network_type,device_brand,device_price_range,avg_monthly_bill,late_payment_count,contract_type,customer_service_calls,international_roaming_used,value_added_services_count,satisfaction_score,app_usage_hours_per_week,social_media_usage_hours,streaming_service_used,number_of_family_lines,payment_method,signup_date,churn
CUST00205,nashik,42.0,Female,48200.0,Postpaid,47.0,115.25,4.96,441.0,22.0,1.0,No,5G,Realme,Mid (10k-25k),134.26,1.0,No Contract,1.0,No,0.0,3.0,25.7,3.2,Yes,0.0,UPI,09/29/2023,No
CUST00260,Mumbai ,62.0,Female,31800.0,prepaid,25.0,303.53,6.67,165.0,25.0,2.0,NO,4G,Vivo,Mid (10k-25k),391.8,1.0,No Contract,2.0,No,1.0,2.0,0.0,8.2,No,0.0,UPI,01/06/2021,No
CUST00873,THANE,56.0,Female,,Prepaid,11.0,186.88,5.75,639.0,29.0,1.0,NO,4G,Apple,Mid (10k-25k),195.59,1.0,With Contract,1.0,No,0.0,4.0,10.7,6.9,No,0.0,Cash,2021-07-24,No
CUST00639,Bombay,55.0,Male,33400.0,Postpaid,9.0,146.65,9.59,738.0,28.0,0.0,N/A,5G,Vivo,Mid (10k-25k),119.8,0.0,No Contract,4.0,No,2.0,5.0,1.4,0.7,No,1.0,UPI,03-03-2022,No
CUST01021,THANE,42.0,Female,27700.0,Prepaid,34.0,162.69,0.4,585.0,21.0,4.0,Yes,4G,Realme,Mid (10k-25k),200.48,0.0,With Contract,3.0,No,1.0,5.0,22.5,2.6,No,1.0,Wallet,24-06-2021,Yes
CUST00738,Solapur,52.0,Male,21700.0,Prepaid,9.0,398.87,13.96,,25.0,1.0,Yes,3G,Xiaomi,Mid (10k-25k),509.06,0.0,No Contract,1.0,No,1.0,5.0,2.2,7.3,No,0.0,Net Banking,30/03/2021,No
CUST00455,MUMBAI,64.0,female,34800.0,Prepaid,19.0,178.7,1.31,234.0,16.0,1.0,Yes,3G,Realme,Mid (10k-25k),163.72,1.0,No Contract,1.0,No,2.0,4.0,2.7,5.9,No,0.0,,10/15/2023,No
CUST00783,Mumbai,71.0,Female,13800.0,Prepaid,26.0,150.95,17.11,,27.0,1.0,NO,4G,Samsung,Mid (10k-25k),184.0,1.0,No Contract,2.0,No,5.0,5.0,7.4,7.7,Yes,1.0,Cash,08/30/2021,No
CUST01278,Akola,32.0,Male,19600.0,Postpaid,8.0,289.29,1.16,391.0,18.0,1.0,Yes,4g,Apple,Mid (10k-25k),318.88,1.0,No Contract,0.0,No,0.0,,10.8,0.4,No,3.0,Cash,15/08/2020,No
CUST01073,MUMBAI,64.0,Male,35900.0,Prepaid,8.0,228.94,2.37,0.0,25.0,1.0,No,3G,Oppo,Low (<10k),217.86,0.0,No Contract,3.0,No,0.0,2.0,3.6,6.6,No,1.0,UPI,03/10/2023,No
CUST01444, Pune,69.0,M,22000.0,Prepaid,22.0,211.1,5.56,502.0,23.0,0.0,N/A,4g,Oppo,Low (<10k),179.59,0.0,With Contract,0.0,No,1.0,,,19.4,Yes,3.0,UPI,06/09/2023,No
CUST00368,NaviMumbai,66.0,Male,53600.0,Prepaid,1.0,156.54,1.04,458.0,34.0,0.0,N/A,4G,Samsung,Mid (10k-25k),,0.0,With Contract,2.0,No,0.0,2.0,17.4,9.9,No,1.0,UPI,01-08-2020,Yes
CUST01483,Nagpur,77.0 yrs,Female,21600.0,Prepaid,15.0,123.17,2.07,477.0,27.0,1.0,Yes,4G,APPLE,Low (<10k),102.06,0.0,No Contract,1.0,No,2.0,4.0,0.3,5.5,No,2.0,Net Banking,2024-03-23,No
CUST00542,nashik,32.0,Female,49700.0,Prepaid,12.0,131.98,0.48,491.0,34.0,4.0,No,4G,Oppo,Low (<10k),144.84,0.0,No Contract,1.0,No,0.0,4.0,5.0,5.0,Yes,3.0,Debit Card,27-03-2023,No
CUST00512,pune,50.0,Male,34300.0,Prepaid,3.0,613.32,0.42,423.0,32.0,0.0,N/A,4G,OnePlus,Mid (10k-25k),684.97,2.0,No Contract,2.0,No,1.0,,8.6,12.1,Yes,2.0,Credit Card,02/12/2020,Yes
CUST00390,Solapur,38.0,female,9300.0,Postpaid,25.0,158.11,4.29,757.0,28.0,1.0,No,5G,Oppo,High (25k-60k),156.78,0.0,No Contract,3.0,No,4.0,3.0,0.9,1.7,Yes,0.0,UPI,10-09-2019,No
CUST00557,mumbai,30.0,Female,34400.0,Prepaid,0.0,170.54,2.88,240.0,29.0,1.0,No,5G,Xiaomi,Low (<10k),151.86,1.0,None,3.0,No,1.0,5.0,16.1,0.8,Yes,0.0,Debit Card,25/08/2019,No
CUST00770,solapur,26.0,Female,23400.0,Postpaid,41.0,186.26,2.33,306.0,27.0,2.0,No,3G,Apple,?,158.43,0.0,With Contract,4.0,No,4.0,4.0,4.0,2.0,No,1.0,UPI,09-11-2021,No
CUST00703,PUNE,32.0,Female,27200.0,Prepaid,2.0,426.5,,233.0,30.0,2.0,yes,4G,Xiaomi,Premium (>60k),488.44,2.0,No Contract,3.0,No,1.0,4.0,1.0,2.1,Yes,0.0,Net Banking,24/08/2021,No
CUST00801,THANE,,M,33400.0,Prepaid,24.0,377.9,8.24,707.0,28.0,2.0,Yes,4g,Xiaomi,High (25k-60k),,1.0,With Contract,3.0,No,3.0,1.0,5.0,0.4,Yes,0.0,UPI,2021-01-16,No
CUST00286,Mumbai,41.0,F,26800.0,prepaid,33.0,181.54,0.76,638.0,23.0,2.0,yes,4G,Realme,Mid (10k-25k),168.98,2.0,No Contract,2.0,No,0.0,4.0,2.1,6.3,Yes,2.0,UPI,2024-03-08,Yes
CUST00072,MUMBAI,,Male,123500.0,Prepaid,14.0,181.78,3.27,521.0,17.0,1.0,yes,4G,Apple,Mid (10k-25k),149.98,1.0,With Contract,1.0,No,2.0,2.0,9.3,1.3,Yes,0.0,Debit Card,04/23/2024,No
CUST00612,solapur,83.0,Male,28300.0,Postpaid,14.0,224.12,2.23,,23.0,2.0,NO,4G,Samsung,Mid (10k-25k),255.6,0.0,With Contract,3.0,No,1.0,,2.0,2.7,Yes,3.0,Wallet,23-07-2019,No
CUST00649,Aurangabad,28.0,Female,12600.0,Postpaid,5.0,111.28,3.78,405.0,27.0,3.0,Yes,4G,Realme,-,116.15,0.0,No Contract,4.0,No,1.0,1.0,1.3,1.2,No,2.0,Debit Card,02-08-2023,Yes
CUST00914, Pune,49.0,Male,43700.0,Postpaid,4.0,243.0,17.21,153.0,33.0,1.0,yes,4G,Realme,Mid (10k-25k),264.83,2.0,No Contract,2.0,Yes,1.0,5.0,1.1,1.7,Yes,1.0,UPI,06-04-2024,No
CUST01055,Akola,85.0,Male,28100.0,Prepaid,2.0,301.93,1.03,454.0,27.0,4.0,Yes,4G,OnePlus,High (25k-60k),304.49,0.0,No Contract,4.0,No,1.0,5.0,1.4,0.1,No,0.0,Cash,06/07/2021,Yes
CUST01051,amravati,47.0,Male,42100.0,prepaid,30.0,168.82,0.97,543.0,23.0,1.0,NO,4G,Vivo,Mid (10k-25k),179.8,1.0,No Contract,4.0,No,1.0,3.0,21.7,7.6,No,1.0,Cash,05/02/2022,No
CUST01016,navi mumbai,43.0,male,66200.0,Prepaid,2.0,205.09,7.54,459.0,31.0,0.0,N/A,4G,Xiaomi,Low (<10k),265.97,0.0,With Contract,1.0,No,3.0,3.0,0.6,0.0,Yes,3.0,Credit Card,04/16/2024,No
CUST00351,Nagpur city,47.0,Male,17700.0,Prepaid,41.0,280.88,16.72,249.0,28.0,2.0,yes,4g,Samsung,Low (<10k),351.51,0.0,No Contract,1.0,No,0.0,2.0,21.6,7.4,Yes,1.0,Net Banking,09-04-2019,No
CUST01401,Mumbai ,38.0,,8600.0,Prepaid,0.0,209.59,5.99,588.0,31.0,1.0,NO,4G,OnePlus,High (25k-60k),240.87,4.0,with contract,2.0,No,0.0,3.0,0.1,8.1,Yes,1.0,Credit Card,25-03-2020,No
CUST01361,navi mumbai,52.0,F,32800.0,Postpaid,11.0,117.03,1.75,725.0,20.0,0.0,N/A,4G,OnePlus,Low (<10k),115.38,0.0,No Contract,2.0,No,0.0,3.0,8.6,6.0,No,1.0,Net Banking,2022-11-11,Yes
CUST00112,MUMBAI,54.0,Female,16100.0,Prepaid,10.0,601.87,0.43,251.0,24.0,0.0,N/A,3G,Realme,Mid (10k-25k),570.15,0.0,With Contract,0.0,No,2.0,5.0,2.2,5.0,Yes,0.0,upi,03/31/2024,No
CUST01014,mumbai,42.0,Female,44900.0,prepaid,1.0,157.04,0.33,367.0,16.0,2.0,Yes,4G,Xiaomi,Low (<10k),141.06,1.0,No Contract,3.0,No,0.0,3.0,2.7,3.0,No,1.0,,13-06-2021,Yes
CUST00716,Navi Mumbai,35.0,Male,14400.0,Prepaid,10.0,271.6,7.73,551.0,22.0,4.0,NO,None,Xiaomi,Mid (10k-25k),350.64,2.0,No Contract,3.0,No,2.0,5.0,12.6,7.0,No,0.0,UPI,20/06/2022,No
CUST01062,Akola,61.0,Female,30900.0,Postpaid,8.0,188.44,4.09,31.0,25.0,1.0,Yes,4g,Xiaomi,Low (<10k),226.21,1.0,No Contract,2.0,Yes,0.0,3.0,3.5,2.7,No,1.0,Wallet,05/17/2019,No
CUST00117,Solapur,,female,29200.0,Prepaid,13.0,229.87,2.99,668.0,19.0,1.0,Yes,4G,Samsung,High (25k-60k),258.21,0.0,with contract,3.0,No,1.0,2.0,,11.4,No,2.0,Debit Card,2019-05-17,No
CUST00867,MUMBAI,57.0,Male,24200.0,Prepaid,0.0,195.03,7.12,325.0,27.0,1.0,No,3G,Samsung,Low (<10k),224.01,1.0,No Contract,4.0,No,1.0,3.0,2.6,2.9,No,0.0,Credit Card,2020-09-30,No
CUST00102,nashik,63.0,Male,37100.0,Prepaid,0.0,155.21,3.3,616.0,14.0,2.0,NO,5G,Xiaomi,Low (<10k),158.65,0.0,No Contract,3.0,No,1.0,2.0,,3.6,Yes,0.0,upi,11/01/2019,No
CUST00659,thane,35.0,Female,25300.0,Postpaid,9.0,75.78,12.08,603.0,23.0,1.0,yes,4g,Realme,High (25k-60k),92.28,2.0,No Contract,7.0,No,1.0,2.0,3.6,2.0,Yes,0.0,UPI,2023-02-04,No
CUST00986,Nagpur,78.0,,28900.0,Postpaid,2.0,115.4,2.99,186.0,31.0,1.0,NO,4G,Xiaomi,High (25k-60k),129.22,2.0,-,3.0,No,0.0,3.0,6.4,1.3,No,2.0,Debit Card,02/02/2019,Yes
CUST01048,Mumbai ,31.0,Female,10600.0,Postpaid,14.0,104.48,,642.0,25.0,2.0,Yes,4G,Realme,Low (<10k),106.62,0.0,No Contract,2.0,No,2.0,3.0,2.2,1.7,No,0.0,Credit Card,2020-11-10,No
CUST01191,Mumbai,34.0,Female,32000.0,POSTPAID,5.0,68.04,8.18,346.0,15.0,2.0,Yes,4G,Samsung,Low (<10k),57.61,0.0,No Contract,0.0,No,1.0,4.0,1.1,12.2,Yes,4.0,Wallet,12/06/2019,No
CUST00638,mumbai,37.0,M,60300.0,prepaid,22.0,492.82,0.37,325.0,29.0,0.0,N/A,4G,Samsung,Low (<10k),557.5,1.0,With Contract,3.0,No,2.0,5.0,13.8,2.1,Yes,0.0,Wallet,11/05/2020,No
CUST00607,Mumbai ,21.0,F,,Prepaid,50.0,211.83,16.15,614.0,28.0,0.0,N/A,4g,Apple,Mid (10k-25k),243.35,2.0,No Contract,0.0,No,0.0,2.0,3.0,20.0,No,0.0,UPI,04-04-2021,No
CUST00453,PUNE,36.0,Female,21400.0,Prepaid,20.0,140.43,0.2,,23.0,0.0,N/A,4g,Vivo,Low (<10k),163.6,0.0,No Contract,1.0,No,2.0,5.0,1.0,0.1,Yes,1.0,Credit Card,30/01/2021,No
CUST00733,THANE,69.0,Other,40900.0,Prepaid,1.0,150.31,0.55,,18.0,2.0,yes,4G,Xiaomi,Premium (>60k),130.53,1.0,No Contract,1.0,No,2.0,3.0,4.6,6.4,Yes,0.0,,2021-07-11,Yes
CUST00464,Nasik,40.0,Female,11700.0,Prepaid,10.0,252.93,10.71,123.0,16.0,1.0,yes,4G,Vivo,High (25k-60k),325.24,0.0,No Contract,2.0,No,0.0,4.0,0.8,1.1,No,1.0,UPI,2024-04-20,No
CUST01075,akola,51.0,Male,23800.0,Postpaid,8.0,103.14,6.32,605.0,34.0,2.0,Yes,4G,Samsung,Low (<10k),98.56,1.0,No Contract,0.0,No,2.0,4.0,,0.7,No,0.0,upi,2020-07-11,No
CUST01481,solapur,39.0,Female,21800.0,Prepaid,10.0,649.04,1.17,0.0,15.0,2.0,Yes,4G,Xiaomi,Mid (10k-25k),828.48,0.0,No Contract,2.0,No,0.0,4.0,2.3,17.2,No,0.0,UPI,10-12-2022,No
CUST00253,kolhapur,38.0,Male,11000.0,Prepaid,5.0,114.03,12.26,762.0,26.0,2.0,NO,4g,Vivo,Low (<10k),101.51,1.0,No Contract,2.0,No,1.0,5.0,2.0,0.8,Yes,3.0,Debit Card,11/03/2021,No
CUST01458,thane,53.0,F,54700.0,Prepaid,40.0,278.22,33.5,299.0,26.0,1.0,yes,4G,Realme,Mid (10k-25k),315.74,1.0,No Contract,1.0,Yes,0.0,4.0,4.5,4.2,Yes,4.0,UPI,25-05-2024,No
CUST01396,solapur,57.0,F,22100.0,Postpaid,25.0,420.0,5.93,463.0,23.0,2.0,No,4G,Realme,Mid (10k-25k),480.65,2.0,With Contract,1.0,No,2.0,4.0,3.7,1.5,Yes,2.0,upi,06/08/2020,No
CUST00128,Kolhapur,69.0,Female,,Prepaid,2.0,373.46,1.85,,33.0,0.0,N/A,4G,Samsung,Mid (10k-25k),337.47,0.0,No Contract,3.0,No,5.0,5.0,0.7,4.7,Yes,0.0,Wallet,10/31/2023,Yes
CUST00064, Pune,49.0,Male,28200.0,Prepaid,13.0,170.49,5.14,207.0,25.0,2.0,NO,5G,Samsung,Premium (>60k),156.32,0.0,With Contract,0.0,No,2.0,5.0,7.4,8.7,No,1.0,Credit Card,11/27/2021,No
CUST01027,Kolhapur,35.0,Male,16300.0,Prepaid,12.0,236.01,0.52,264.0,24.0,0.0,N/A,4G,Vivo,Low (<10k),234.35,1.0,With Contract,3.0,No,1.0,2.0,7.1,10.4,No,1.0,upi,08/16/2022,No
CUST01447,thane,50.0,Female,23500.0,Prepaid,7.0,494.25,4.69,173.0,14.0,0.0,N/A,2G,Samsung,Mid (10k-25k),556.49,1.0,No Contract,2.0,No,1.0,2.0,5.7,21.5,Yes,1.0,UPI,14/01/2021,No
CUST00059,mumbai,56.0,,17000.0,Prepaid,10.0,433.4,4.21,746.0,31.0,1.0,Yes,3G,Realme,High (25k-60k),510.27,1.0,With Contract,1.0,No,0.0,,7.0,0.7,No,2.0,Wallet,25-01-2024,No
CUST01302,navi mumbai,47.0,Other,25100.0,Postpaid,19.0,73.24,11.49,64.0,20.0,2.0,Yes,4g,Xiaomi,Low (<10k),83.73,0.0,No Contract,4.0,No,1.0,,14.1,6.5,No,0.0,Wallet,20/09/2021,No
CUST00349,Pune,60.0,F,12100.0,Prepaid,4.0,128.35,7.43,346.0,28.0,1.0,NO,4G,,Low (<10k),135.32,1.0,No Contract,0.0,No,1.0,,3.7,7.7,No,0.0,Net Banking,14-07-2019,Yes
CUST01138,Nagpur,47.0,M,13000.0,Prepaid,20.0,258.15,0.19,336.0,30.0,2.0,NO,4g,Xiaomi,Premium (>60k),256.81,5.0,With Contract,2.0,No,1.0,5.0,32.6,4.1,No,0.0,Cash,25-09-2022,No
CUST00468,kolhapur,55.0,Male,5900.0,Prepaid,11.0,53.44,2.12,632.0,37.0,1.0,NO,4G,Xiaomi,Mid (10k-25k),62.88,1.0,No Contract,1.0,No,0.0,3.0,6.7,4.6,Yes,3.0,Credit Card,03/30/2024,No
CUST01472,Thane,85.0,Male,45700.0,Postpaid,25.0,69.73,2.47,420.0,22.0,1.0,yes,4g,OnePlus,Low (<10k),64.35,2.0,None,2.0,No,3.0,1.0,1.6,0.8,Yes,0.0,Wallet,2022-04-16,No
CUST00968,PUNE,41.0,Male,10400.0,Prepaid,0.0,183.5,1.2,461.0,19.0,1.0,yes,4G,Oppo,Premium (>60k),221.21,0.0,No Contract,3.0,No,0.0,4.0,6.0,3.4,No,0.0,Debit Card,19-01-2020,Yes
CUST00096,Nagpur,58.0,Female,27700.0,Prepaid,14.0,91.0,9.39,715.0,29.0,2.0,NO,4G,Xiaomi,Premium (>60k),81.36,0.0,No Contract,3.0,No,0.0,2.0,8.9,2.7,No,1.0,Net Banking,27/07/2021,Yes
CUST00413,Navi Mumbai,39.0,female,74800.0,Prepaid,20.0,465.22,14.33,821.0,24.0,2.0,No,4g,Samsung,Mid (10k-25k),562.99,3.0,With Contract,2.0,No,2.0,4.0,21.8,25.0,Yes,1.0,Net Banking,19-03-2021,No
CUST00201,Thane,54.0,male,25300.0,prepaid,25.0,243.06,,182.0,25.0,0.0,N/A,4G,,Low (<10k),197.27,1.0,With Contract,0.0,No,2.0,4.0,7.8,7.9,Yes,1.0,Cash,12/01/2021,No
CUST00817,Nashik,68.0,Male,7100.0,Prepaid,59.0,270.16,12.32,739.0,25.0,0.0,N/A,4G,Vivo,Low (<10k),241.87,0.0,No Contract,2.0,No,2.0,4.0,2.8,6.8,Yes,2.0,Debit Card,2022-06-25,No
CUST00701,nagpur,36.0,female,33000.0,Prepaid,22.0,180.52,0.36,528.0,21.0,1.0,Yes,4G,Samsung,Low (<10k),228.99,2.0,No Contract,1.0,No,1.0,4.0,13.7,0.6,Yes,1.0,Cash,06/09/2022,No
CUST00674,nagpur,71.0,F,34200.0,Postpaid,21.0,181.79,8.98,350.0,23.0,2.0,yes,3G,Vivo,Mid (10k-25k),171.77,0.0,No Contract,2.0,No,2.0,3.0,13.1,1.3,No,1.0,UPI,12/21/2020,No
CUST00433,Nashik,56.0,Female,21500.0,Postpaid,14.0,284.9,1.24,388.0,19.0,3.0,Yes,4G,Vivo,Mid (10k-25k),352.53,1.0,No Contract,2.0,No,0.0,2.0,5.2,16.2,Yes,2.0,Net Banking,12-02-2021,No
CUST00384,Amravati,52.0,M,25500.0,Postpaid,6.0,134.95,1.16,188.0,30.0,2.0,Yes,2G,Apple,Low (<10k),152.65,0.0,No Contract,3.0,No,3.0,2.0,5.7,3.8,Yes,0.0,upi,02/04/2022,No
CUST00028,Nagpur,50.0,Male,70600.0,Prepaid,0.0,157.06,0.85,473.0,23.0,1.0,NO,4G,Samsung,Low (<10k),164.65,1.0,No Contract,0.0,No,0.0,3.0,21.8,5.6,Yes,3.0,Net Banking,24-07-2022,No
CUST00142,MUMBAI,46.0,F,20600.0,Postpaid,10.0,251.63,8.58,69.0,26.0,3.0,No,4G,Xiaomi,Mid (10k-25k),232.1,2.0,No Contract,3.0,No,0.0,4.0,0.4,0.1,Yes,0.0,UPI,22/10/2021,Yes
CUST00010,THANE,75.0,M,24100.0,Postpaid,11.0,169.8,10.56,358.0,21.0,1.0,Yes,3G,Xiaomi,Low (<10k),173.91,3.0,No Contract,5.0,No,3.0,3.0,14.6,2.0,Yes,1.0,Debit Card,11/13/2019,Yes
CUST00778,thane,53.0,Female,29900.0,Prepaid,6.0,167.84,5.14,517.0,25.0,1.0,NO,4g,OnePlus,High (25k-60k),168.7,2.0,No Contract,1.0,No,3.0,2.0,2.8,1.1,Yes,3.0,Credit Card,04/03/2021,No
CUST00397,kolhapur,52.0,Female,26000.0,Prepaid,3.0,203.56,1.71,104.0,18.0,0.0,N/A,5G,APPLE,Mid (10k-25k),239.39,0.0,No Contract,5.0,No,1.0,5.0,12.7,9.8,No,3.0,UPI,19-09-2023,No
CUST01404,THANE,42.0,Female,46200.0,prepaid,22.0,126.54,8.82,397.0,32.0,1.0,yes,4G,Apple,High (25k-60k),,1.0,With Contract,2.0,No,1.0,1.0,4.3,1.3,No,1.0,Net Banking,27/03/2020,No
CUST00653,Nasik,59.0,M,32800.0,Prepaid,12.0,264.58,5.01,164.0,25.0,2.0,NO,3G,Apple,Low (<10k),238.29,0.0,with contract,1.0,No,1.0,5.0,1.5,8.7,Yes,0.0,UPI,01/08/2021,No
CUST00650,Nagpur,36.0,F,24300.0,prepaid,8.0,80.86,2.24,,29.0,1.0,yes,3G,Xiaomi,Mid (10k-25k),84.69,1.0,With Contract,0.0,No,1.0,2.0,2.0,3.0,No,0.0,Wallet,04/30/2021,No
CUST00894,pune,85.0,Male,6700.0,Prepaid,10.0,685.94,6.88,673.0,34.0,0.0,N/A,4G,Xiaomi,Low (<10k),784.71,0.0,With Contract,5.0,No,2.0,3.0,0.7,5.5,Yes,0.0,,2021-02-07,No
CUST00882,thane,57.0,F,29600.0,Postpaid,5.0,62.5,2.32,598.0,34.0,2.0,No,5G,Realme,Low (<10k),51.09,4.0,No Contract,1.0,No,1.0,3.0,3.6,0.2,No,0.0,Cash,17-07-2023,Yes
CUST00685,navi mumbai,66.0,Female,20600.0,Prepaid,4.0,70.03,5.71,806.0,28.0,1.0,yes,4G,Samsung,High (25k-60k),79.58,0.0,No Contract,0.0,No,0.0,3.0,23.7,0.5,Yes,1.0,Debit Card,06/28/2019,No
CUST00194,Nashik,67.0,Male,23100.0,Prepaid,7.0,139.9,5.2,324.0,37.0,4.0,Yes,4G,Vivo,Mid (10k-25k),127.45,0.0,No Contract,1.0,No,0.0,3.0,1.9,13.6,No,0.0,Net Banking,10-02-2022,No
CUST00665,MUMBAI,58.0,Female,21900.0,Prepaid,29.0,43.76,2.76,225.0,30.0,3.0,NO,5G,Unknown,Mid (10k-25k),,3.0,No Contract,2.0,No,1.0,,0.3,5.7,Yes,0.0,UPI,2021-04-04,No
CUST00263,MUMBAI,64.0,Male,45000.0,Prepaid,49.0,305.93,0.1,80.0,37.0,2.0,Yes,4G,Vivo,Low (<10k),272.01,0.0,With Contract,0.0,No,1.0,5.0,2.7,1.7,No,1.0,Credit Card,2022-06-25,No
CUST00956, Pune,44.0,Male,29800.0,Postpaid,4.0,125.74,2.91,0.0,21.0,1.0,No,4G,Xiaomi,High (25k-60k),146.15,1.0,No Contract,2.0,No,2.0,5.0,4.2,1.0,Yes,1.0,Cash,06/07/2023,No
CUST01139,Nagpur,62.0,male,69900.0,POSTPAID,1.0,376.84,,531.0,28.0,1.0,Yes,4G,Apple,High (25k-60k),397.82,0.0,With Contract,2.0,No,2.0,4.0,6.9,4.9,Yes,2.0,Net Banking,31-08-2019,No
CUST00870,Navi Mumbai,45.0,,15700.0,Postpaid,17.0,52.74,0.2,333.0,18.0,1.0,No,4G,Unknown,Low (<10k),44.74,1.0,No Contract,7.0,No,2.0,3.0,,4.8,No,0.0,UPI,2019-07-23,No
CUST00622,Mumbai,72.0,Female,15500.0,POSTPAID,32.0,258.29,2.64,714.0,29.0,3.0,No,4G,samsung,Premium (>60k),220.46,1.0,With Contract,3.0,No,0.0,4.0,18.9,3.0,Yes,0.0,UPI,25-12-2021,No
CUST01277,MUMBAI,72.0,Male,108500.0,prepaid,22.0,157.36,12.52,0.0,29.0,1.0,yes,4g,OnePlus,High (25k-60k),167.27,1.0,With Contract,2.0,No,3.0,3.0,,0.4,No,0.0,Wallet,30-07-2021,No
CUST01074,Bombay,42.0,Female,15900.0,Prepaid,1.0,103.73,0.21,161.0,24.0,2.0,No,4G,Samsung,Low (<10k),87.82,1.0,With Contract,1.0,No,1.0,5.0,10.2,1.4,No,0.0,Cash,2021-06-16,Yes
CUST00839,nashik,78.0,Male,16500.0,Prepaid,39.0,115.37,5.0,311.0,30.0,2.0,yes,4G,Vivo,Low (<10k),149.0,1.0,No Contract,2.0,Yes,1.0,1.0,13.1,1.4,Yes,2.0,Net Banking,23-04-2021,No
CUST01241,Kolhapur,41.0,Male,,Prepaid,9.0,160.14,5.27,332.0,24.0,1.0,Yes,4G,Vivo,High (25k-60k),184.83,0.0,With Contract,5.0,Yes,1.0,3.0,7.7,5.5,No,2.0,Debit Card,2023-08-28,No
