customer_id,city,age,gender,monthly_income,plan_type,tenure_months,monthly_recharge_amount,data_usage_gb,call_minutes_used,sms_count,number_of_complaints,complaint_resolved,network_type,device_brand,device_price_range,avg_monthly_bill,late_payment_count,contract_type,customer_service_calls,international_roaming_used,value_added_services_count,satisfaction_score,app_usage_hours_per_week,social_media_usage_hours,streaming_service_used,number_of_family_lines,payment_method,signup_date,churn
CUST00705,Mumbai,83,M,9300,Prepaid,7,417.29,2.72,871,23,0,N/A,4G,Apple,Low (<10k),363.26,2,With Contract,2,No,4,4,0.2,19.7,No,0,Credit Card,09-03-2024,No
CUST00881,Mumbai ,25,F,57000,POSTPAID,28,77.3,14.78,309,21,0,N/A,5G,Xiaomi,Low (<10k),100.39,0,No Contract,2,No,1,4,33.2,16.4,No,0,Credit Card,28-03-2022,No
CUST00706,Akola,37,Other,33500,Prepaid,10,344.95,,603,17,1,No,5G,Xiaomi,Low (<10k),438.01,0,No Contract,2,Yes,0,,12.6,15.2,Yes,0,Net Banking,26-04-2020,No
CUST00207,mumbai,49,Female,18800,Prepaid,12,85.35,1.23,506,23,1,Yes,4g,Realme,Mid (10k-25k),102.26,1,With Contract,0,No,2,5,0,8.4,No,0,Credit Card,12-11-2021,No
CUST01199,aurangabad,48,M,17100,Prepaid,18,199.39,5.1,709,25,0,N/A,4G,Oppo,High (25k-60k),202.21,1,No Contract,2,No,0,4,8.8,8.8,Yes,2,Wallet,28-10-2022,No
CUST01358,pune,27,Male,12400,Postpaid,13,160.18,3.48,486,26,1,yes,3G,Samsung,null,180.19,0,With Contract,4,No,3,3,13.1,10.8,No,0,Credit Card,15-07-2021,No
CUST00119,null,62,,24100,Prepaid,10,163.96,9.11,262,32,0,N/A,4G,Apple,Low (<10k),149.75,0,No Contract,3,Yes,2,1,1,1.1,No,3,UPI,17-03-2020,No
CUST00599,mumbai,33,M,21900,Postpaid,5,229.36,2.73,462,20,0,N/A,N/A,Samsung,Mid (10k-25k),262.34,0,With Contract,4,No,0,1,2.4,10,No,4,Debit Card,02-01-2023,Yes
CUST00670, Pune,49,Male,84100,Postpaid,0,370.95,5.96,518,23,1,No,2G,Vivo,Low (<10k),454.6,0,No Contract,1,No,2,5,14.1,0.6,No,1,Debit Card,13-06-2022,No
CUST00596,Pune,72,M,41100,Postpaid,3,542.43,9.92,364,25,0,N/A,3G,Xiaomi,NA,532.79,1,No Contract,3,No,1,,2.6,3.2,No,1,Wallet,04-06-2023,Yes
CUST00295,mumbai,,Male,16900,prepaid,71,317.91,3.66,572,30,1,NO,4G,Samsung,Low (<10k),283.93,0,With Contract,5,No,2,2,13.4,1.2,No,3,UPI,17-07-2023,No
CUST01402,Mumbai,47.0 yrs,M,24900,Postpaid,8,197.01,8.68,518,29,2,No,3G,Samsung,Low (<10k),167.41,0,No Contract,0,No,1,5,23.6,2.2,Yes,1,upi,26-12-2023,No
CUST00370,Bombay,22,M,52600,Postpaid,10,387.62,1.31,149,19,1,No,4G,Xiaomi,Low (<10k),314.44,0,No Contract,2,No,1,4,7,1.7,Yes,4,Net Banking,03/13/2022,No
CUST01124,Solapur,51,Other,,Prepaid,8,312.64,15.8,597,30,0,N/A,3G,,Low (<10k),269.03,3,No Contract,0,No,0,2,1.3,6.3,No,0,Credit Card,03/26/2019,No
CUST01213,Bombay,37,Male,131000,Prepaid,21,77.77,0.27,751,15,0,N/A,2G,Xiaomi,Premium (>60k),77.02,0,With Contract,1,No,1,1,,1.5,Yes,0,Debit Card,19-11-2019,No
CUST00906,amravati,27,Female,,Prepaid,25,137.32,0.17,571,27,0,N/A,3G,OnePlus,Mid (10k-25k),112.36,0,With Contract,4,No,1,1,0.6,0.4,Yes,0,UPI,23-07-2023,No
